PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0ECqW,6rk/pp3pq1/8/4rB1P/6P1/8/PP3P2/2Q2RK1 w - - 13 37,c1c3 e5f5 c3g7 g8g7,1160,76,93,1678,crushing endgame master masterVsMaster pin short,https://lichess.org/QbrI4gEG#73,
0BALK,r1b1kb1r/1p3ppp/p1n2n2/q2Np1B1/4P3/5N2/PP1Q1PPP/R3KB1R b KQkq - 3 10,f6e4 d2a5 c6a5 d5c7,1468,73,95,31251,advantage middlegame short,https://lichess.org/CJEI679m/black#20,Philidor_Defense Philidor_Defense_Other_variations
04Vtq,r2qk2r/pp2b1pp/2pp4/5b2/5Pn1/1BN5/PPP3PP/R1BQR1K1 w kq - 1 14,h2h3 d8b6 c1e3 g4e3,1242,76,100,253,advantage opening short,https://lichess.org/GUJEJoUF#27,Italian_Game Italian_Game_Paris_Defense
0HyUo,rnbq1rk1/ppp2ppp/4p3/3p4/4nP1b/1PNBPN2/PBPP2PP/R2QK2R w KQ - 6 8,f3h4 d8h4 g2g3 e4g3 h2g3 h4h1,1152,78,88,1354,advantage long opening,https://lichess.org/bKSPGmGX#15,Bird_Opening Bird_Opening_Other_variations
09MFh,5qk1/2Q3p1/1p2p2p/p3N3/3Pn3/PP2P3/1B3PPP/6K1 w - - 7 31,c7b6 f8f2 g1h1 f2e1,857,90,95,2651,backRankMate endgame fork mate mateIn2 short,https://lichess.org/gxgzeRYu#61,
0T5S0,6k1/8/5n1P/4p3/5p2/5Kp1/2B3P1/8 b - - 5 56,f6d5 c2b3 g8h7 b3d5,1760,74,93,8889,crushing endgame pin short,https://lichess.org/eWFHIfH6/black#112,
00eB8,4rb2/2p1q2k/p1Pp2p1/1p1Q3p/7P/2P2R2/PP4P1/1K6 b - - 1 34,f8h6 f3f7 h6g7 f7e7,968,83,96,2760,advantage endgame fork short,https://lichess.org/KYL3UuaC/black#68,
0Quu4,2rq1r2/pp1nppkp/3p2p1/3P1b2/4n1P1/2N4P/PPPQ1P2/2KR1BNR w - - 1 13,c3e4 f5e4 d2d4 d7f6,1384,75,88,3614,advantage middlegame short,https://lichess.org/JnT8ruaC#25,Indian_Defense Indian_Defense_Pawn_Push_Variation
0aTKH,8/1bkn4/1p6/1Pp4Q/P2nP1N1/5P1P/1q4P1/R5K1 w - - 1 41,a1f1 d4e2 g1h2 e2f4 f1f2 b2f2 g4f2 f4h5,1559,74,89,472,advantage middlegame veryLong,https://lichess.org/opHH9BLD#81,
0WKp5,3rr1k1/1b3ppp/1Bpp4/p7/P4P2/5qPP/1PPQ4/3RR1K1 w - - 1 25,b6d8 f3g3 d2g2 e8e1 d1e1 g3e1,1555,79,64,109,advantage deflection exposedKing kingsideAttack long master masterVsMaster middlegame,https://lichess.org/ZdFRINAA#49,
0WBta,3r2k1/pp4p1/6p1/8/4p1q1/1P6/PB5Q/5R1K w - - 0 35,h2g2 g4g2 h1g2 d8d2 g2g3 d2b2,1742,75,94,9513,attraction crushing endgame exposedKing fork long,https://lichess.org/70vYwgK2#69,
0Wzup,4k3/1p6/p2PP3/2K4p/5N2/P7/1P6/6r1 b - - 2 44,h5h4 d6d7 e8d8 c5d6,1274,78,94,19703,advancedPawn advantage defensiveMove endgame short,https://lichess.org/FW5S48g1/black#88,
0240A,3b4/3P1k2/2pB4/1p1b2p1/2pK2B1/2P5/P4P2/8 w - - 2 47,d4e5 d8f6 e5f5 d5e6 f5e4 e6g4,1264,75,98,1596,bishopEndgame crushing deflection endgame long skewer,https://lichess.org/nkan6wAb#93,
01xXd,8/5p2/p3pkp1/1p1b4/1P1R2PP/P3KP2/8/8 w - - 1 48,e3f4 e6e5 f4e3 e5d4,924,76,100,202,crushing endgame fork short,https://lichess.org/0l2y8XD9#95,
01vzt,1k5r/ppp4p/2p5/4bQp1/4P3/3r2P1/Pq1BKPBP/2RR4 b - - 1 22,d3d2 d1d2 b2c1 f5e5,1165,76,93,1149,advantage middlegame short,https://lichess.org/Jg5sO2rV/black#44,
0KNfl,r4rk1/1bp3pp/p2p4/1p2p3/3n2Pq/2PB4/PP1BRPP1/RN1Q2K1 w - - 1 17,d3e4 d4e2 d1e2 b7e4 e2e4 h4f2,1671,75,85,370,advantage kingsideAttack long middlegame,https://lichess.org/zDN8Rh4n#33,Ruy_Lopez Ruy_Lopez_Steinitz_Defense
06HGq,2rq1rk1/1p2ppbp/p2pbnp1/8/P2BPP2/2N5/1PPQB1PP/R4RK1 b - - 0 13,e6g4 d4f6 d8b6 g1h1,1940,75,92,2434,advantage defensiveMove middlegame short,https://lichess.org/UgeL0H00/black#26,Sicilian_Defense Sicilian_Defense_Other_variations
0S4pQ,3r2k1/3PB1pp/1q2p3/8/2p1Q3/7P/5PP1/6K1 b - - 2 34,d8d7 e4a8 g8f7 a8f8 f7g6 f8e8 g6h6 e8d7 b6b1 g1h2,1369,75,97,25697,advantage endgame fork master veryLong,https://lichess.org/4iGOGjLR/black#68,
0E6ma,3q1rk1/1p3pp1/p1p1p2p/P1Pp2bP/1P1P4/1R2P1Q1/5P2/4KBR1 w - - 2 24,f2f4 g5h4 e1d2 h4g3,849,84,80,471,advantage middlegame pin short,https://lichess.org/ETl85ppI#47,
0YQva,1r3rk1/1p3ppp/p3pn2/8/2Pq4/2NB1R2/5QPP/R5K1 b - - 1 18,d4c3 d3h7 f6h7 f3c3,1209,78,94,5950,crushing discoveredAttack middlegame short,https://lichess.org/GN7bdlYP/black#36,Reti_Opening Reti_Opening_Reversed_Blumenfeld_Gambit
0BTSu,rn2kb1r/1b3ppp/p1p1pn2/qp2N3/3P4/1P2PN2/PB3PPP/R2QKB1R w KQkq - 4 10,d1d2 f8b4 a2a3 b4d2,1279,75,95,22862,crushing opening pin short,https://lichess.org/Ucaw4DSt#19,Semi-Slav_Defense Semi-Slav_Defense_Quiet_Variation
0Q7Sn,2r1k2r/5p2/3Qpp1p/8/2q5/8/5PPP/R2R2K1 b k - 0 24,c4c5 d6c5 c8c5 a1a8 e8e7 a8h8,1924,75,95,12707,crushing endgame long skewer,https://lichess.org/speq56im/black#48,
0CXBA,2bn4/r1p1kpQ1/pp2q3/8/2P1Bp2/PP2P1P1/1B5R/2K5 w - - 1 25,b2f6 e6f6 g7f6 e7f6,613,93,95,421,advantage middlegame short,https://lichess.org/g2shtO80#49,
0Jbwi,r2br1k1/qb1p1p1p/p2Pp1pB/n1p1P3/P1N2P2/2PB3Q/6PP/R4RK1 w - - 1 20,c4d2 c5c4 g1h1 c4d3 f4f5 e6f5,1241,75,95,13043,crushing discoveredAttack long middlegame,https://lichess.org/9sHWMGjz#39,
0Vb0m,rn4k1/5ppp/2p1bn2/pp1pN3/3P4/qBB5/P1PQ1PPP/1R4K1 b - - 1 21,a5a4 c3b4 f6e4 d2e1 a4b3 b4a3,1614,74,81,586,advantage long middlegame trappedPiece,https://lichess.org/RNYsXbP0/black#42,
0Ewhe,5k1r/p3ppbp/5np1/qb2B3/3p1Q2/1B6/PPP2PPP/R3K2R w KQ - 2 18,f4d2 a5d2 e1d2 f6e4 d2e1 g7e5,1323,79,83,770,attraction crushing discoveredAttack long middlegame,https://lichess.org/lAeda8g0#35,Sicilian_Defense Sicilian_Defense_Accelerated_Dragon
04hRG,2r3k1/2r2p2/p3pp1p/1p1p4/2n5/P1R4P/1P3KP1/1B1NR3 b - - 3 28,c4b2 c3g3 g8f8 d1b2,2248,78,91,4811,advantage intermezzo master middlegame short,https://lichess.org/Kr3UTOMC/black#56,
0IjIT,rn2r1k1/ppp2ppp/8/6q1/3NPn2/2B1QP2/PPP3PP/R4RK1 w - - 4 15,g2g3 f4h3 g1g2 g5e3,1084,75,85,193,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/zAAlLPwy#29,Elephant_Gambit Elephant_Gambit_Paulsen_Countergambit
0DgYW,r2qr1k1/ppp1bppp/1nnp4/5P2/6P1/1BP5/P4P1P/RNBQR1K1 b - - 4 15,e7g5 e1e8 d8e8 c1g5,1531,76,96,30548,advantage kingsideAttack opening short,https://lichess.org/1xS4pFt5/black#30,Italian_Game Italian_Game_Evans_Gambit
0Ak5t,3kr2r/pp1n2pp/q1p1R3/8/1nNP1p1N/3Q4/PPP2PPP/4R1K1 w - - 3 24,d3f5 a6c4 e6e8 h8e8 f5g5 d7f6 e1e8 d8e8,1702,75,97,4328,advantage hangingPiece middlegame veryLong,https://lichess.org/HFiwaHvp#47,
0I9Y5,2R5/2p2p2/3p1p2/5P2/2P1bkP1/6pP/4K3/8 w - - 0 48,c8c7 e4d3 e2d3 g3g2,2123,74,95,5060,advancedPawn crushing endgame sacrifice short,https://lichess.org/khiqheoq#95,
0CCI0,r2r2k1/1b2qppp/pp1pn3/4p3/2P4P/4QBB1/PP3PP1/2RR2K1 b - - 1 25,e6d4 d1d4 b7f3 g2f3,1549,73,94,18578,advantage middlegame short,https://lichess.org/9d9FpXs7/black#50,
0IhNx,rn3r2/pp3k1N/3P2p1/2p5/2Bn2b1/2N5/PP4PP/4R1K1 b - - 0 25,f7g7 e1e7 g7h6 h7f8,1063,76,96,700,advantage master middlegame short,https://lichess.org/HXLzlhDB/black#50,
0Hlre,r1b3k1/pp2q2p/2pb2p1/7Q/3Pp3/2P1B2P/PPB3P1/5RK1 w - - 0 20,e3g5 g6h5 g5e7 d6e7 c2b3 g8h8,1825,75,86,205,advantage defensiveMove long middlegame,https://lichess.org/JNtCucLl#39,
0ETP2,r4rk1/pRp3pp/3p1q2/4bN2/6Q1/7P/P1P2PP1/4R1K1 w - - 1 21,b7c7 f6f5 g4f5 f8f5,1163,78,93,10574,advantage middlegame short,https://lichess.org/mlPiyW7r#41,
05ovL,r3r1k1/1bp2p2/1p4pp/p3n3/Pb2NP1q/1P1P4/2P1Q1BP/B2R1RK1 b - - 0 22,e5g4 e2g4 h4g4 e4f6 g8f8 f6g4 b7g2 g1g2,1635,73,96,26326,attraction crushing fork master middlegame sacrifice veryLong,https://lichess.org/R7shnBIu/black#44,
0VH9x,2rqkbnr/4pppp/p2p4/1p1Pn3/4P3/1B3P2/PP3P1P/RNBQK2R w KQk - 1 11,a2a4 c8c1 d1c1 e5d3 e1e2 d3c1,1881,80,91,151060,attraction crushing fork long opening pin sacrifice,https://lichess.org/g8AZGvqo#21,Sicilian_Defense Sicilian_Defense_Delayed_Alapin
0MtMa,r2q1rk1/4ppb1/2p3pp/np3b2/3PQB2/1NP2N2/PP4PP/R3R1K1 w - - 1 22,e4e7 d8e7 e1e7 a5b3,1840,73,95,13634,advantage middlegame short,https://lichess.org/mDEp8nbA#43,
0P3JU,r1k4r/pp4Rp/3R4/4n3/8/8/P5PP/7K b - - 0 31,h8d8 d6d8 c8d8 g7g8 d8e7 g8a8,1225,76,93,336,advantage attraction endgame long skewer,https://lichess.org/rghfU8f0/black#62,
0AWEW,1rB4k/pPp3p1/5p1p/8/8/4qP2/PP5P/4RR1K b - - 1 25,e3b6 e1e8 h8h7 c8f5 g7g6 e8b8,1682,80,96,22156,crushing discoveredAttack endgame long,https://lichess.org/Qay05IlV/black#50,
0BDZH,2r2r1k/p5pp/qpn5/3N4/P2P4/2P4P/2Q1RPP1/R5K1 w - - 3 32,a1e1 c6d4 c2d1 d4e2,1401,74,93,19871,advantage kingsideAttack middlegame short,https://lichess.org/U5uNTSRh#63,
0WO7U,8/8/pp6/4k2p/1P4pP/P2K2P1/8/8 w - - 2 46,a3a4 e5d5 d3e3 d5c4,1384,77,95,26246,crushing endgame pawnEndgame short zugzwang,https://lichess.org/LX3vZJf7#91,
0EJSn,r2q1rk1/pp2bppp/5n2/3Ppb2/8/2N1B1P1/PPP2PBP/R2Q1RK1 w - - 1 13,d1f3 f5g4 d5d6 g4f3 d6e7 d8e7,1687,75,91,2398,advantage long middlegame trappedPiece,https://lichess.org/B5EBQsl4#25,Sicilian_Defense Sicilian_Defense_Open
0NUbR,2kr3r/5R2/p1b1p2p/1p4p1/8/1N6/PPP3PP/4R1K1 w - - 0 26,e1e6 c6d5 f7f6 d5e6,1696,72,96,13488,advantage endgame master short,https://lichess.org/yY4nudMQ#51,
0IIdf,1r4k1/4rppp/p2R1b2/3B4/Pp1qP3/1Q6/1P1B1PPP/6K1 b - - 0 26,d4d2 d5f7 e7f7 d6d2,1177,81,92,373,advantage discoveredAttack middlegame short,https://lichess.org/G4UA66x4/black#52,
0ChLC,8/p2r1pk1/4bq2/2p1N2p/4Q1p1/2P5/PP3PP1/4R1K1 b - - 1 31,e6d5 e5d7 d5e4 d7f6,1191,77,96,7533,crushing endgame hangingPiece short,https://lichess.org/1fAgGbWN/black#62,
000o3,8/2p1k3/6p1/1p1P1p2/1P3P2/3K2Pp/7P/8 b - - 1 43,e7d6 d3d4 g6g5 f4g5,891,78,100,140,crushing endgame pawnEndgame short zugzwang,https://lichess.org/BAY91mF3/black#86,
0162G,2r1kb1r/1p3ppp/p7/3ppP2/8/1P1PBP2/P4RPP/R5K1 w k - 1 21,a1c1 c8c1 e3c1 f8c5,778,103,93,1236,crushing endgame pin short,https://lichess.org/cwvenor8#41,
0N358,2k5/p7/1p3B2/1P3pp1/1Pn1p3/8/3r1PP1/4R1K1 b - - 3 34,g5g4 e1c1 c8d7 c1c4,1380,75,95,19920,advantage endgame master pin short,https://lichess.org/J2mXu6Ow/black#68,
06YjZ,r2q1rk1/ppp2pbp/6p1/3pn3/8/1P2PN1P/P1P2PP1/R1BQ1RK1 w - - 0 12,c1b2 e5f3 d1f3 g7b2,1001,79,83,126,advantage discoveredAttack middlegame short,https://lichess.org/HCdRtnd4#23,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
0ECuM,4rnk1/pb5p/1p1q2p1/2P1bp2/1P6/P2B4/3Q2PP/2R1R2K b - - 0 26,b6c5 d3c4 f8e6 d2d6,1338,75,89,391,advantage discoveredAttack middlegame short,https://lichess.org/B0cUA37R/black#52,
00oOp,5rk1/p3ppbp/bq3np1/3p4/3P4/1BN2Q2/PrPB1PPP/R3K2R w KQ - 4 15,c3d5 f6d5 f3d5 g7d4,2227,90,90,691,crushing discoveredAttack middlegame short,https://lichess.org/hkM4TRId#29,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
0DDYR,2r1r1k1/5pbp/p1bp1pp1/1p1Nq3/2P1P3/1P3Q1P/P4PP1/1B1RR1K1 w - - 0 23,c4b5 c6d5 e4d5 e5e1 d1e1 e8e1,1188,75,91,1133,advantage kingsideAttack long master middlegame,https://lichess.org/XfirGCtM#45,
07KlL,b2q2k1/3r1pb1/B3p2p/4P3/R2P2Qp/1r5P/5PP1/2R3K1 b - - 2 33,a8d5 c1c8 b3b1 g1h2 d8c8 a6c8,1189,75,100,255,advantage defensiveMove long middlegame pin,https://lichess.org/Hd2vooLs/black#66,
09nae,r1bq1rk1/6pn/p3p2p/1p1pPp2/2pP1QPb/2P1P3/PPBN2KP/R1B2R2 b - - 1 18,f5g4 c2h7 g8h7 f4f8 d8f8 f1f8,1468,75,93,2832,advantage kingsideAttack long middlegame,https://lichess.org/FtOBWTa2/black#36,Queens_Pawn_Game Queens_Pawn_Game_Colle_System
01MQ3,2r5/1Rb1k3/p3p2p/B5p1/2r1p3/6PP/3R1P2/6K1 b - - 0 37,c8b8 b7c7 c4c7 a5c7,852,89,96,3587,advantage endgame short,https://lichess.org/p97EKhqM/black#74,
0QNfR,r4kr1/1b5p/pp2Q1p1/8/1bB5/2N5/P1Pq1PPP/5RK1 b - - 1 23,g8g7 e6f6 f8e8 f6g7,1377,74,96,9910,crushing deflection middlegame short,https://lichess.org/dqMgGENS/black#46,
0SXpb,5kr1/1pp5/p2p4/8/3nN3/P1N4R/1P4PP/6K1 w - - 1 26,h3h4 d4f3 g1f2 f3h4,1209,75,93,4572,advantage endgame pin short,https://lichess.org/ZYDfyDXo#51,
03ykE,6k1/pp3p1p/2q3p1/8/2PR4/1P1Q2PP/P4PK1/4r3 w - - 3 26,d3f3 e1g1 g2g1 c6f3,972,79,83,618,advantage deflection endgame short,https://lichess.org/x0sbgjOj#51,
006fF,r1b4r/pp1k2pp/2nb2q1/1B1p2B1/3p3Q/8/PPP2PPP/3RR1K1 b - - 5 17,h7h6 h4g4 d7c7 g5d8 h8d8 g4g6,1784,75,95,4938,advantage discoveredAttack exposedKing long middlegame,https://lichess.org/mAf9SSin/black#34,Italian_Game Italian_Game_Two_Knights_Defense
07Szi,1r6/4qp1p/pQBbkn2/P1P5/2p5/4P2P/5PP1/1R2K2R w K - 1 24,c6d5 f6d5 c5d6 b8b6,1831,74,88,131,advantage hangingPiece middlegame short,https://lichess.org/12JBxMzf#47,
0Ejik,5k2/5p2/pq1b4/1p6/3QB3/P4Nr1/1PP2R2/5RK1 w - - 0 41,g1h2 g3f3 d4d6 b6d6,1042,79,92,1088,crushing discoveredAttack master middlegame short,https://lichess.org/UFYL5gpj#81,
03jES,6r1/4k3/R3P3/p2p1R2/P2Pn2r/6P1/6K1/8 b - - 0 47,h4g4 f5f7 e7e8 a6a8,1183,76,99,5321,endgame mate mateIn2 short,https://lichess.org/ghm7AsWA/black#94,
06rtm,3r1rk1/1bq2p1n/p3p1pP/1p2P3/3R1P1P/2N1P3/PPQ1B3/4K1R1 w - - 0 22,g1g6 f7g6 d4d8 f8d8,1189,77,93,770,advantage middlegame short,https://lichess.org/cLRbC8eW#43,
04JzE,k2r3r/pp4p1/8/Q3PP2/3p1B1q/8/PP4R1/R5K1 w - - 1 33,a5d2 h4h1 g1f2 h1a1,917,94,95,1233,advantage middlegame short skewer,https://lichess.org/0GIh0n3R#65,
0IqVJ,r4rk1/1p3pp1/2b4p/4B3/p2Q4/1P1B1P2/P1Pq2PP/5RK1 b - - 1 22,a4b3 d3h7 g8h7 d4d2,1608,75,95,25906,advantage discoveredAttack middlegame short,https://lichess.org/i64T9zEa/black#44,
0DHuH,1n3rk1/5rpp/2p1p3/8/4QP2/PPq2N2/2P3PP/3R1K1R w - - 1 22,f3g5 f7f4 e4f4 f8f4,915,77,96,1808,crushing fork middlegame short,https://lichess.org/UCdLInbW#43,
0TLj6,2r2k1r/1p2bPp1/5q2/3p4/7p/P5B1/6PP/R2QR2K w - - 0 26,e1f1 h4g3 f1f6 h8h2 h1g1 e7c5 g1f1 h2h1 f1e2 h1d1 a1d1 g7f6,1749,74,95,9412,crushing discoveredAttack middlegame pin sacrifice skewer veryLong,https://lichess.org/rDKDpcBI#51,
0TpuH,4r2k/6p1/1p5p/p7/P2Rn3/1BP4P/6PK/8 w - - 7 45,d4d3 e4c5 d3d6 c5b3,1285,76,95,17301,advantage endgame fork short,https://lichess.org/v3zM81Pn#89,
0EyXN,2rqr1k1/Qp3pp1/5np1/P3n3/2P1p3/1N5P/1P2BPP1/R4RK1 w - - 2 25,a7b7 c8b8 b7a7 b8b3,1621,74,97,16884,advantage middlegame short skewer,https://lichess.org/GIPuU8R4#49,
09gv5,r5k1/pp6/2p5/2R2p1p/1P1P2q1/P4rP1/4QP1P/R4K2 w - - 4 35,f1g2 f3g3 h2g3 g4e2,1274,77,94,23940,crushing discoveredAttack endgame short,https://lichess.org/OeN3iXfW#69,
0Boqh,r2q1rk1/1p3pp1/p2Pp2p/2n1N3/b1P5/2PB1Q2/P2R1PPP/4K2R b K - 10 18,d8d6 d3h7 g8h7 d2d6,1165,76,84,479,advantage discoveredAttack middlegame short,https://lichess.org/fjT0bdNK/black#36,Rat_Defense Rat_Defense_Small_Center_Defense
0DIRr,3r3k/pb2b1pp/4pp2/2p5/2P1pPN1/1P1qP3/PB3QPP/4R1K1 w - - 2 25,f2e2 d3e2 e1e2 d8d1 g1f2 h7h5,2057,75,95,5254,advantage clearance kingsideAttack long middlegame,https://lichess.org/GSlIu3pZ#49,
00iQD,8/8/8/3K2kp/8/2P1P3/8/8 w - - 0 50,c3c4 h5h4 d5e4 g5g4 c4c5 h4h3 e4e5 h3h2 c5c6 h2h1q,1740,74,94,12709,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/dDMWuoiZ#99,
087CE,r4rk1/1pp1qpp1/p2p1n1p/2b5/2PN4/4B1P1/PP1QPPKP/R4R2 w - - 2 15,d4f5 e7e4 f2f3 e4f5,1128,79,94,4574,crushing fork middlegame short,https://lichess.org/Xa9Oomle#29,English_Opening English_Opening_Kings_English_Variation
0I6jj,r1bq2r1/ppp1kpNp/3p1n1B/8/4P1n1/2PB4/P1P2PPP/R2Q1RK1 w - - 12 16,g7f5 c8f5 e4f5 g4h6,1380,74,96,2782,advantage opening short,https://lichess.org/0iiKUZui#31,Scotch_Game Scotch_Game_Schmidt_Variation
066PI,2r2rk1/p2b1ppp/4pb2/q7/1p6/1QN3P1/PP2PPBP/R2R2K1 w - - 0 19,c3e4 d7a4 e4f6 g7f6 b3f3 a4d1,1452,75,93,13081,advantage long master middlegame skewer,https://lichess.org/S6CVD3vw#37,Catalan_Opening Catalan_Opening_Open_Defense
0DMtZ,2k3r1/2q1bp2/p3p2p/B1p4p/2P1bP2/6rP/1Q3RPN/1R4K1 b - - 0 28,g3g2 f2g2 g8g2 b2g2 e4g2 a5c7 g2e4 b1e1,1966,76,92,921,advantage middlegame veryLong,https://lichess.org/F8M9p0qT/black#56,
00Af3,8/8/2B2p1p/P4Pp1/3p1kP1/1b1Pb2P/8/4K3 b - - 0 50,f4g3 a5a6 b3c4 a6a7,1113,75,96,5491,advancedPawn bishopEndgame crushing endgame short,https://lichess.org/JBQDYKyD/black#100,
0LH33,r3r3/2p2kb1/pp1p2pp/3Pn3/5R2/1Q2B2q/PPP2P1P/2K3R1 b - - 1 21,g7f6 f4f6 f7f6 e3g5 h6g5 b3h3,1261,75,93,2078,advantage attraction discoveredAttack long middlegame sacrifice,https://lichess.org/ON3C3JNt/black#42,
0T0hV,1rb1kb1r/pp1pqp2/5p2/3QnP1p/8/1BP2N2/P5PP/4RK1R b k - 6 19,b7b6 f3e5 f6e5 e1e5,1345,74,92,3662,advantage middlegame pin short,https://lichess.org/P1HVquwm/black#38,Indian_Defense Indian_Defense_Other_variations
04sdS,r3k2r/pb1p1ppp/2nBp3/1BP5/1P6/q3PK2/3Q1PPP/3R4 b kq - 3 21,c6b4 c5c6 d7c6 d6b4 a3b4 d2b4,1807,75,93,308,advantage defensiveMove discoveredAttack long middlegame,https://lichess.org/k8LB5vaT/black#42,
09oid,rnb1k1nr/ppp1bppp/3q4/1N6/3P4/5N2/PPp1QPPP/R1B1R1K1 b kq - 2 10,d6d7 f3e5 d7d8 e2c4,2387,78,92,4591,advantage opening short,https://lichess.org/MUmll7ae/black#20,Elephant_Gambit Elephant_Gambit_Other_variations
07rR1,2kr1r2/ppp3pp/2n2n2/5b2/1q3B2/1BPp1P2/PP2N1PP/R2QR1K1 b - - 0 15,d3e2 d1d8 f8d8 c3b4,1899,75,91,1944,advantage middlegame queensideAttack short,https://lichess.org/K57zJbku/black#30,Blackmar-Diemer_Gambit Blackmar-Diemer_Gambit_Other_variations
02hgn,R4r1k/5rq1/1p1p3p/1P4NQ/2PppP2/3n4/6PP/R6K b - - 7 36,f7f4 g5e6 f8a8 a1a8,2208,77,92,4184,crushing fork master middlegame short,https://lichess.org/w9U19TPQ/black#72,
0Vf9L,1r2Q3/8/2p2p2/1qPp1kp1/3P1P1p/4P2P/6P1/2B2RK1 w - - 1 43,f4g5 b5f1 g1f1 b8e8,1979,77,93,12367,advantage endgame short,https://lichess.org/ywXYeCjK#85,
0Ifaz,1r1q1rk1/2p1ppbp/6b1/p5N1/3PN3/P1P2Q2/2B2PP1/2KR4 b - - 2 20,d8d5 e4f6 e7f6 f3d5,1040,82,78,259,advantage discoveredAttack master middlegame short,https://lichess.org/CQwb6cTq/black#40,
03bmP,2kr3r/pbpp1p2/1p2pq2/2b1N1pp/Q1P5/2P3B1/PP1N1PPP/R3R1K1 w - - 0 17,a4a7 h5h4 d2e4 f6f5 e4c5 b6c5 e5g6 f7g6,2683,100,85,112,advantage middlegame veryLong,https://lichess.org/u7bwVx4w#33,Owen_Defense Owen_Defense_Other_variations
06rrU,4rr2/ppp2qpk/3p3p/4pn2/3b4/P1NP1R1P/1PPB2PK/4RQ2 w - - 0 23,f3f5 f7f5 f1f5 f8f5,648,106,72,184,advantage middlegame short,https://lichess.org/2bZVceOE#45,
0D9zG,R7/P3k1r1/3p1qn1/3P3Q/4Pp2/4bPp1/4B1K1/8 b - - 0 45,g6h4 g2h3 h4g6 a8e8 e7e8 a7a8q,1777,75,96,3283,advancedPawn attraction crushing defensiveMove long master masterVsMaster middlegame promotion,https://lichess.org/2HI3sfXn/black#90,
0DrMF,r7/1b1nkp2/3pp3/p5p1/Q7/4PPB1/P2q2P1/1R3BK1 b - - 3 23,d2e3 g3f2 e3f4 a4f4,1924,75,86,206,advantage defensiveMove middlegame short,https://lichess.org/GkFRatGg/black#46,
03jLN,3r4/1pR1pk1p/p5p1/3bQ3/P3B3/1P5P/5PPK/4q3 b - - 7 29,e1e4 c7e7 f7g8 e5g7,1179,75,95,9742,endgame mate mateIn2 short,https://lichess.org/FosRGMOa/black#58,
04F5H,r2nqr1k/1pp4p/p4b2/2NB2p1/1P1Pp3/P3Pp1P/1Q3P1P/2R2RK1 w - - 2 24,d5b7 d8b7 c5b7 e8c8 g1h1 c8b7,2189,84,88,1175,advantage clearance long middlegame,https://lichess.org/2lps8HHD#47,
06ASh,r4rk1/ppp1Q1p1/2b1p2p/4Pn2/3pN3/P2B2Pq/1P3P1P/R4RK1 b - - 1 19,h3g4 e7e6 g8h8 f2f3 g4h5 g3g4 h5h4 g4f5,2234,76,92,4369,crushing fork middlegame veryLong,https://lichess.org/zVMk4oap/black#38,French_Defense French_Defense_Advance_Variation
0KDnT,8/6R1/3k2P1/8/3KB2r/3P4/7p/8 w - - 1 43,g7h7 h2h1q h7h4 h1h4,1631,77,95,19632,advancedPawn crushing endgame pin promotion short,https://lichess.org/8bexPlo5#85,
0Ul2K,5rk1/1p3r1p/3p2n1/1B1Pp1B1/P3q2P/4Npp1/1P6/2RQ2KR w - - 0 38,b5d3 f3f2 g1f1 e4h1,1384,74,100,346,advancedPawn crushing deflection discoveredAttack kingsideAttack master middlegame short,https://lichess.org/5DgZ5JlB#75,
0HOU3,4r1k1/2p1qpp1/3p2bp/prpR4/3bP3/1P4BP/P1QN1PP1/4R2K b - - 4 25,f7f6 d5d4 c5d4 c2c4 d6d5 c4b5,2142,75,93,9729,advantage fork long middlegame sacrifice,https://lichess.org/JoGvX2lw/black#50,
0ASEE,5rk1/ppRb2pp/4p2r/3p4/8/P3QnNq/1P3PP1/1B3R1K w - - 0 24,g2h3 h6h3 h1g2 h3h2,985,87,96,4586,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/raf0YSOe#47,
0NfkH,6r1/2kq4/p1p2p2/4p2p/4Pn1N/1Q5P/PP3P1K/2R5 w - - 2 33,b3g8 d7h3 h2g1 f4e2,1459,75,94,15486,endgame fork mate mateIn2 short,https://lichess.org/2jyy0Bt9#65,
0UWLr,r3kb1r/p1p1qp1p/1p3p2/4p1B1/2BnP3/1Q6/PPP2PPP/R3K2R w KQkq - 0 12,c4b5 c7c6 b5c6 d4c6,1372,74,92,447,advantage defensiveMove middlegame short,https://lichess.org/b9RsUCHx#23,Philidor_Defense Philidor_Defense_Other_variations
0VWLx,r4rk1/pp3pbp/3q2p1/4p3/1nQ5/5N2/PP3PPP/3R1RK1 b - - 0 22,a8c8 c4c8 f8c8 d1d6,1492,73,94,16519,advantage middlegame short,https://lichess.org/aL89PQm2/black#44,
